brand,price,address,image_link-src
SAMSUNG GALAXY S6 PLUS,160.000 ,Plateau,media/annonces/pics/9ed21e00492119a13bdb097b67bf331d.jpg
SAMSUNG j7 PRO,150.000 ,Plateau,media/annonces/pics/048e68b6c2992156e38079de5358edc6.jpg
ITEL 5600,7.000 ,Plateau,media/annonces/pics/8a0fdee7e569533078096dcb4f238d75.jpg
SAMSUNG GALAXY J1,45.000 ,Plateau,media/annonces/pics/e8ca934128059a1c55dfdf995f168834.jpg
Samsung Galaxy j3 pro,89.900 ,Plateau,media/annonces/pics/154750601245e639464bb2578a320351.jpg
SAMSUNG GALAXY NOTE 8,450.000 ,Plateau,media/annonces/pics/b520dd89a11a1c48e7665ef39d6dfe75.jpg
SAMSUNG GALAXY S6,120.000 ,Plateau,media/annonces/pics/bfa49a1537cb531549073e70ae36fd43.jpg
Alcatel 3v,100.000 ,Plateau,media/annonces/pics/61c837022f08355e7fd31ad4850c6d8a.jpg
HP 15,134.900 ,Plateau,media/annonces/pics/fc8d5762a6e182d0c1c89672b9ad3427.jpg
Samsung galaxy s9,375.000 ,Plateau,media/annonces/pics/6e059bf7b4add9557769c015ece1adf4.jpeg
Samsung galaxy s9+,350.000 ,Plateau,media/annonces/pics/f3ab79701549113c8da48412c9167d20.jpg
Iphone 6s 16gb,140.000 ,Plateau,media/annonces/pics/d2cdb4d1723c6d0c98c3f9327e8200a6.jpg
Iphone 8 plus,440.000 ,Plateau,media/annonces/pics/331983ddf8650daea791efde6a1373eb.jpg
TECNO SPARK 2 16Go à prix cadeau,63.000 ,Plateau,media/annonces/pics/b11ecf1c934bb2df2408a01629c8e0b1.jpg
Promo TECNO K7  N HÉSITEZ PAS,62.500 ,Plateau,media/annonces/pics/bb85c1507ec7cfa087252137b55ae31c.jpg
TECNO POUVOIR 1 moins cher,57.000 ,Plateau,media/annonces/pics/f3307ef1b3c78fd5bbc6236fc20ea87d.jpg
Vente TECNO POUVOIR 2,76.000 ,Plateau,media/annonces/pics/545d6f2db78419c818fbc382945a17b2.jpg
Tecno Camon X Pro Moins cher,134.500 ,Plateau,media/annonces/pics/b5f768bdc6cdd99d8558649d34c8c206.jpg
Smartphone de marque Infinix Hot 6,64.000 ,Plateau,media/annonces/pics/fa40c29160341deaf337c36c9f54995a.jpg
Smartphone de marque Infinix Hot 6 Pro disponible chez nous,78.000 ,Plateau,media/annonces/pics/3d5ebb6bbd0b7c3a871f909f3ed67e03.jpg
"vente,Samsung Galaxy J4 à prix cadeau",90.000 ,Plateau,media/annonces/pics/22979c546a1bb5ec6d2d39cac503287a.jpg
GALAXIE GRAND PRIME PLUS,57.000 ,Plateau,media/annonces/pics/cec0eb5c1e39448f930a4eb5d4e45441.jpg
Iphone 6s plus,235.000 ,Plateau,media/annonces/pics/06cf6e2b21ff3d7726425a24d86e7c60.jpg
iPhone 8plus 64 giga,330.000 ,Plateau,media/annonces/pics/1e8c32605a891d6ce9f88823b6aeb0c9.jpeg
